Search terms report
All time
Search term,Match type,Added/Excluded,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conv. rate,Conversions,Cost / conv.
岚 山 一 日 游,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
مدينه كيوتو في اليابان,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
traveling kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
khung cảnh nhật bản,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto guida italiano,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
top things to do in kyoto 2025,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
mochimochi kyoto,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
torre kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto city bus guide,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto nara day tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
one day trip,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan 5 days itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
philosopher's path kyoto,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama park observation deck,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
youtube kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto nhật bản,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan things to do,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
japan tourism,Performance Max,None,0,18,0.00%,JPY,0,0,0.00%,0.00,0
kyoto driving tour,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto view,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best onsen kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
off the beaten path kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto 旅游,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kamo river kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto bicycle tour,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
киото тур,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto de noche,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
visitar kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto city japan,Performance Max,None,0,14,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari shrine guide,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
京都 一 日 游 路线,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto jepang,Performance Max,Excluded,0,3,0.00%,JPY,0,0,0.00%,0.00,0
a quick escape to kyoto japan travel vlog susiemae,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
ที่ เที่ยว เกีย ว โต,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto in december,Performance Max,None,0,9,0.00%,JPY,0,0,0.00%,0.00,0
como es kioto,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
貴船 神社,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
must visit in kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
japon lugares turisticos,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
cosa fare la sera a kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
ruta de kioto,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto to kyoto by the sea,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto in spring,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto city tour,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
walking in kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
bike tours kyoto,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan kyoto,Performance Max,None,0,69,0.00%,JPY,0,0,0.00%,0.00,0
kioto japón,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
attractions in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto winter,Performance Max,None,0,13,0.00%,JPY,0,0,0.00%,0.00,0
kyoto temple famous,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto countryside,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
enko ji temple,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
walking around kyoto,Performance Max,None,0,8,0.00%,JPY,0,0,0.00%,0.00,0
piqtour kyoto,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 最新 景點,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
o que fazer em kyoto no inverno,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 一周,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
ada apa di kyoto,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
京都 一 日 游,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 一 日 遊,Performance Max,None,0,10,0.00%,JPY,0,0,0.00%,0.00,0
киото япония,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
place to visit kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 半日 游,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
sunday in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari at night,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
교토,Performance Max,Excluded,0,4,0.00%,JPY,0,0,0.00%,0.00,0
jepang kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama ryokan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
the best of kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do kyoto,Performance Max,None,1,5,20.00%,JPY,192,192,0.00%,0.00,0
tempat liburan di kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto nature,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
how to spend 2 days in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
cultural things to do in kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto house tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kuil kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto half day tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best day trips from kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
京都 四 天 三 夜,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tourism guide,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 冬天,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto hotel,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
must do in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama bamboo forest japan,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto must visit places,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
เกีย ว โต,Performance Max,Excluded,0,10,0.00%,JPY,0,0,0.00%,0.00,0
trip ke kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto famous track,Performance Max,None,0,6,0.00%,JPY,0,0,0.00%,0.00,0
kyoto events this week,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
day trips from kyoto,Performance Max,None,0,18,0.00%,JPY,0,0,0.00%,0.00,0
kyoto station walk,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
سياحة,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto gion district,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto alternative,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto travel guide 2025,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tower at night,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto golden week,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
3 day in kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
discover kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kodaiji temple kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto family,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
piqtour japan,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
que ver en kioto en 1 dia,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
inari shrine kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
เที่ยว เกีย ว โต,Performance Max,Excluded,0,10,0.00%,JPY,0,0,0.00%,0.00,0
京都 在 地 人,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto in march,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
otagi nenbutsu ji temple,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 红叶,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto walk 4k,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan best places to see,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
winter marching party in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tourist spots,Performance Max,None,1,5,20.00%,JPY,48,48,0.00%,0.00,0
curated kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
zawiera kyoto,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto drive,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
아라시야마 여행,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyotv,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
que hacer en kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto where to go,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto travel blog,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto arashiyama bamboo forest,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan walk kyoto,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kyoto and nara,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
places to go in kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
arashiyama temples,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
walk kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
how to kyoto,Performance Max,None,0,6,0.00%,JPY,0,0,0.00%,0.00,0
kyoto tour,Performance Max,None,0,24,0.00%,JPY,0,0,0.00%,0.00,0
kyoto 4 days itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
things to do in kyoto,Performance Max,None,5,69,7.25%,JPY,66,331,0.00%,0.00,0
going to kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
higashiyama teramachi higashiyama promenade,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan shrine,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
fushimi inari kioto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto walking tour,Performance Max,None,0,22,0.00%,JPY,0,0,0.00%,0.00,0
kyoto evening walk,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
京都 枫叶,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
winter in kyoto,Performance Max,None,0,12,0.00%,JPY,0,0,0.00%,0.00,0
kyoto topic,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
เที่ยว เกีย ว โต 2 วัน 1 คืน,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan visit,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
japan tours from canada,Performance Max,None,1,1,100.00%,JPY,101,101,0.00%,0.00,0
kyoto in the fall,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
itinerary in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto girai,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
tourism kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto attraction,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto itinerary 5 days,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto architecture tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
templo fushimi inari,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto coastal,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
winter kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
one night in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
เที่ยว โอ ซา ก้า เกีย ว โต ด้วย ตัว เอง,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
must see sites in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
thành kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
beautiful places in japan,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto city skyline,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
places to visit in kyoto,Performance Max,None,1,17,5.88%,JPY,66,66,0.00%,0.00,0
nijo castle tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan places to visit,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan,Performance Max,None,7,716,0.98%,JPY,28,193,0.00%,0.00,0
day tour kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto street,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto official,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
must see in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto for one day,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto what not to miss,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
เที่ยว kyoto 2024,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
somewhere between kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
toshi guide from japan,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto spring,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto things to do 2025,Performance Max,None,0,5,0.00%,JPY,0,0,0.00%,0.00,0
5 days in kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
senkoji temple kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
4 day itinerary kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
rickshaw arashiyama,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
going around kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kioto,Performance Max,Excluded,0,109,0.00%,JPY,0,0,0.00%,0.00,0
places near kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto cable car,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
other side of kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
philosophenweg kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
jalan jalan di kyoto jepang,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kodai ji,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
best places to visit in kyoto japan,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
tempat wisata di kyoto,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kiyomizu dera walking tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto travel,Performance Max,None,0,33,0.00%,JPY,0,0,0.00%,0.00,0
places to visit in gion district,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
places to visit in kyoto during autumn,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto date,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
japan beautiful places,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
by kyoto local,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
κιότο,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto must do,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto itinerary 2 days,Performance Max,None,0,4,0.00%,JPY,0,0,0.00%,0.00,0
kyoto night activities,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
geisha performance kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
sightseeing in kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
explore fushimi inari,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
เกีย ว โต 1 วัน,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
melhores lugares para visitar no japão,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kioto cultura,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
places to visit,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto sakura,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
how to get around in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto manga museum,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
attractions in uji,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto visit,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
что посетить в киото,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto japan nature,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
eastern kyoto itinerary,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
half day in kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
京都 附近 景点,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto sunrise,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
киото,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
trip ke japan,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto itinerary,Performance Max,None,0,56,0.00%,JPY,0,0,0.00%,0.00,0
sunrise kyoto,Performance Max,None,0,2,0.00%,JPY,0,0,0.00%,0.00,0
kyoto botanical garden,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
jalan jalan kyoto,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
pass เที่ยว เกีย ว โต,Performance Max,Excluded,0,2,0.00%,JPY,0,0,0.00%,0.00,0
wisata kyoto,Performance Max,Excluded,1,3,33.33%,JPY,57,57,0.00%,0.00,0
kyoto มี อะไร เที่ยว,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
list of interesting things to do,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto shrines,Performance Max,None,0,3,0.00%,JPY,0,0,0.00%,0.00,0
kyoto autumn leaves,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
kyoto itinerary 7 days,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
wuthering waves thousand gateways,Performance Max,Excluded,0,1,0.00%,JPY,0,0,0.00%,0.00,0
교토 감성,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
gion walking tour,Performance Max,None,0,1,0.00%,JPY,0,0,0.00%,0.00,0
Total: Search terms,,,137,"7,379",1.86%,JPY,67,9197,0.73%,1.00,9197
Total: Other search terms,,,20,"1,013",1.97%,JPY,156,3122,0.00%,0.00,0
Total: Campaign,,,397,"11,992",3.31%,JPY,50,20004,0.22%,1.00,20004
